query_id	corpus_id	score
q61675748	d6167082e	1
q61675d1a	d6165e23c	1
q61676878	d6165b8c0	1
q61676b0c	d6167309c	1
q61676be8	d61676c2e	1
q61676d00	d6165c3a6	1
q6167719c	d61658206	1
q61677282	d6165f254	1
q61678358	d61660dfc	1
q61678682	d6165d8fa	1
q616790e6	d61679140	1
q6167924e	d61660f64	1
q61679992	d61679a14	1
q61679adc	d61679b40	1
q61679f3c	d61679f8c	1
q6167a4e6	d6167a54a	1
q6167a7d4	d6167a824	1
q6167acb6	d6167ace8	1
q6167b0d0	d61658b70	1
q6167b47c	d6165c82e	1
q6167b620	d61657f36	1
q6167b74c	d61662f44	1
q6167bd1e	d61673cb8	1
q6167be18	d616680b6	1
q6167c336	d6167c390	1
q6167ccdc	d6165c0e0	1
q6167d858	d61650380	1
q6167d9b6	d6165385a	1
q6167daa6	d6167331c	1
q6167dbbe	d616668f6	1
q6167dd08	d6166bb62	1
q6167e24e	d61679c4e	1
q6167e550	d6167c4bc	1
q6167e7ee	d61666b6c	1
q6167f482	d6167743a	1
q6167ff36	d61650236	1
q6168003a	d6166ade8	1
q61680274	d61669efc	1
q6168038c	d616803d2	1
q61680706	d616530f8	1
q61680fd0	d61681034	1
q6168119c	d6167309c	1
q616821a0	d616821f0	1
q61682600	d616536fc	1
q616828bc	d6168290c	1
q61682cb8	d6167c0d4	1
q61682db2	d6165439a	1
q616832f8	d616509c0	1
q61683a0a	d6165c3a6	1
q61683bc2	d61665c62	1
q61683cbc	d6165737e	1
q61683df2	d6167900a	1
q61683fc8	d61658864	1
q61684f0e	d6167a54a	1
q61685314	d6165c626	1
q61685616	d6165f5ec	1
q61685ab2	d61674f82	1
q61685bac	d6165eaf2	1
q61685e04	d6165ef8e	1
q6168605c	d61661752	1
q6168617e	d61661aea	1
q61686282	d616862d2	1
q616863ea	d6168643a	1
q616868b8	d616868fe	1
q61686f2a	d61653b7a	1
q61687312	d61669894	1
q6168740c	d6166479a	1
q616884c4	d6167f63a	1
q61688da2	d6165a4d4	1
q61688ed8	d6165556a	1
q61689018	d61671260	1
q61689694	d61654d5e	1
q61689ea0	d6165e052	1
q61689f9a	d6166fc08	1
q6168ab34	d6168ab98	1
q6168afbc	d61659c0a	1
q6168b200	d6165c626	1
q6168b34a	d616547b4	1
q6168b782	d6165e656	1
q6168bc46	d6168ab98	1
q6168c3d0	d6165ae20	1
q6168c5e2	d61662e22	1
q6168c6e6	d61679140	1
q6168ca2e	d6165f9d4	1
q6168cc5e	d616831c2	1
q6168cf88	d6168cff6	1
q6168d668	d616670e4	1
q6168dc6c	d6165b74e	1
q6168dece	d616749e2	1
q6168e39c	d6167ace8	1
q6168e496	d6168e4f0	1
q6168e7d4	d61650236	1
q6168ea40	d6168ea86	1
q6168f1ca	d6167bf94	1
q6168fd6e	d61684cb6	1
q61690a84	d61654c3c	1
q61690c8c	d6167e6f4	1
q61690e76	d6165f5ec	1
q61691678	d61652c8e	1
q616917c2	d616606d6	1
q61691dee	d6166299a	1
q6169237a	d6167950a	1
q61692686	d6165e3e0	1
q61692d3e	d6166a258	1
q61692f6e	d6167e6f4	1
q61693234	d6167c0d4	1
q616933b0	d61693414	1
q61693e3c	d61693e8c	1
q61693f90	d6165e9e4	1
q61694076	d6168db72	1
q616941b6	d6165ec6e	1
q61694bca	d6167a2a2	1
q61694ef4	d61667a3a	1
q61695354	d6165b74e	1
q61695408	d6166587a	1
q61695552	d6168ecb6	1
q6169567e	d61668d2c	1
q61695e76	d61675c84	1
q61696146	d61668516	1
q61696272	d61652ff4	1
q616965d8	d616803d2	1
q61696a1a	d61655808	1
q61696c0e	d61653f9e	1
q61696d26	d6166751c	1
q61696e34	d6168ba0c	1
q61697c94	d616662b6	1
q61697de8	d6167197c	1
q616993dc	d6165b23a	1
q616995f8	d61670b1c	1
q6169977e	d61660dfc	1
q61699a76	d61699ada	1
q61699e04	d6168242a	1
q61699fb2	d6169a002	1
q6169a0ca	d6165f344	1
q6169a3fe	d616760d0	1
q6169a50c	d61681034	1
q6169a610	d6166288c	1
q6169ac64	d6165d2a6	1
q6169b16e	d6168710a	1
q6169b27c	d61651488	1
q6169b538	d616535da	1
q6169b92a	d6168493c	1
q6169bdf8	d6167082e	1
q6169c1b8	d616862d2	1
q6169c8ca	d61657626	1
q6169ce10	d61662e22	1
q6169d072	d6165385a	1
q6169d16c	d61679140	1
q6169d752	d61663a84	1
q6169dacc	d6167ace8	1
q6169e026	d61651488	1
q6169e77e	d616785a6	1
q6169ed00	d61677610	1
q6169f570	d61666450	1
q6169fc46	d6167048c	1
q616a00b0	d6169c32a	1
q616a01fa	d61668d2c	1
q616a0394	d61651dca	1
q616a09d4	d616a0a24	1
q616a0c36	d61693e8c	1
q616a1e24	d616a1e56	1
q616a22d4	d616580b2	1
q616a23e2	d6167331c	1
q616a2a68	d6165eaf2	1
q616a2c02	d61662094	1
q616a2f2c	d61668516	1
q616a33fa	d6165ab96	1
q616a353a	d6168b11a	1
q616a3652	d616580b2	1
q616a3ed6	d6166e8e4	1
q616a3fe4	d616a402a	1
q616a45ca	d6165c4fa	1
q616a46d8	d6166bf90	1
q616a4b24	d6168ab98	1
q616a4da4	d6167048c	1
q616a542a	d61650ce0	1
q616a55b0	d6168ddf2	1
q616a5f60	d6166d64c	1
q616a61d6	d61668304	1
q616a6442	d6167deca	1
q616a67d0	d616950b6	1
q616a6960	d61652536	1
q616a6afa	d6165a8e4	1
q616a6d98	d6165270c	1
q616a6ec4	d61665460	1
q616a76f8	d61663bec	1
q616a7a90	d6167676a	1
q616a7e8c	d616644ac	1
q616a7fe0	d61668304	1
q616a824c	d616a5204	1
q616a835a	d6166751c	1
q616a845e	d6167fbbc	1
q616a8576	d616624e0	1
q616a9278	d61657de2	1
q616a9e9e	d61665db6	1
q616aa196	d616673dc	1
q616aab50	d6166751c	1
q616ab492	d6167676a	1
q616ab744	d61665db6	1
q616ab852	d6166bf90	1
q616abac8	d6168ea86	1
q616abcbc	d6168cff6	1
q616abdde	d6167fbbc	1
q616ac450	d61674046	1
q616ac50e	d616530f8	1
q616ac888	d6166ace4	1
