query_id	corpus_id	score
q1a71d25c	d1a71d310	1
q1a71d4d2	d1a71d5a4	1
q1a71d554	d1a71d5a4	1
q1a71d7f2	d1a71d82e	1
q1a71d932	d1a71da5e	1
q1a71d964	d1a71da5e	1
q1a71d996	d1a71da5e	1
q1a71dbda	d1a71dd10	1
q1a71dc3e	d1a71dd10	1
q1a71dc98	d1a71dd10	1
q1a71de32	d1a71df22	1
q1a71e080	d1a71e1e8	1
q1a71e3aa	d1a71e47c	1
q1a71e440	d1a71e47c	1
q1a71e602	d1a71e79c	1
q1a71e6e8	d1a71e79c	1
q1a71e972	d1a71ea1c	1
q1a71eb66	d1a71ec9c	1
q1a71ebca	d1a71ec9c	1
q1a71ef26	d1a71f084	1
q1a71efda	d1a71f084	1
q1a71f25a	d1a71f2f0	1
q1a71f67e	d1a71f7d2	1
q1a71f6e2	d1a71f7d2	1
q1a71f962	d1a71fa20	1
q1a71fb2e	d1a71fc46	1
q1a71fb60	d1a71fc46	1
q1a71fb88	d1a71fc46	1
q1a71fdea	d1a71febc	1
q1a71fff2	d1a7200d8	1
q1a72004c	d1a7200d8	1
q1a7200a6	d1a7200d8	1
q1a7202d6	d1a72031c	1
q1a720484	d1a720542	1
q1a7206dc	d1a72083a	1
q1a72070e	d1a72083a	1
q1a72079a	d1a72083a	1
q1a72098e	d1a720a88	1
q1a7209c0	d1a720a88	1
q1a720a42	d1a720a88	1
q1a721230	d1a72135c	1
q1a7212bc	d1a72135c	1
q1a721550	d1a721654	1
q1a721582	d1a721654	1
q1a7215dc	d1a721654	1
q1a7217d0	d1a7218e8	1
q1a7217f8	d1a7218e8	1
q1a721a8c	d1a721b22	1
q1a721f5a	d1a721fa0	1
q1a7220e0	d1a722202	1
q1a72219e	d1a722202	1
q1a7221c6	d1a722202	1
q1a722496	d1a72250e	1
q1a7224be	d1a72250e	1
q1a7226bc	d1a7227c0	1
q1a722982	d1a722a18	1
q1a7229aa	d1a722a18	1
q1a7229dc	d1a722a18	1
q1a722b6c	d1a722c66	1
q1a722c2a	d1a722c66	1
q1a723094	d1a7231d4	1
q1a7230f8	d1a7231d4	1
q1a723152	d1a7231d4	1
q1a7232ba	d1a7233f0	1
q1a723314	d1a7233f0	1
q1a723698	d1a7237ce	1
q1a723972	d1a723a30	1
q1a72399a	d1a723a30	1
q1a7239cc	d1a723a30	1
q1a7239f4	d1a723a30	1
q1a723be8	d1a723c42	1
q1a723de6	d1a723f4e	1
q1a723e4a	d1a723f4e	1
q1a723ef4	d1a723f4e	1
q1a724160	d1a724228	1
q1a724386	d1a7244a8	1
q1a724624	d1a72471e	1
q1a7246b0	d1a72471e	1
q1a724868	d1a7249da	1
q1a7248cc	d1a7249da	1
q1a724b4c	d1a724bd8	1
q1a724b74	d1a724bd8	1
q1a724e26	d1a724e76	1
q1a724f7a	d1a7250b0	1
q1a724fde	d1a7250b0	1
q1a725010	d1a7250b0	1
q1a7251fa	d1a7253e4	1
q1a725290	d1a7253e4	1
q1a7254fc	d1a7255f6	1
q1a72556a	d1a7255f6	1
q1a72559c	d1a7255f6	1
q1a7258bc	d1a725a2e	1
q1a72597a	d1a725a2e	1
q1a7259a2	d1a725a2e	1
q1a725e48	d1a725f60	1
q1a725ed4	d1a725f60	1
q1a725f2e	d1a725f60	1
q1a72617c	d1a7261ea	1
q1a7261ae	d1a7261ea	1
q1a726442	d1a7265a0	1
q1a7267a8	d1a726870	1
q1a726a28	d1a726af0	1
q1a726cda	d1a726d7a	1
q1a726d02	d1a726d7a	1
q1a72702c	d1a7270c2	1
q1a727306	d1a72740a	1
q1a7279e6	d1a727b8a	1
q1a727a4a	d1a727b8a	1
q1a727d1a	d1a727e1e	1
q1a727da6	d1a727e1e	1
q1a727dd8	d1a727e1e	1
q1a72801c	d1a728170	1
q1a7280b2	d1a728170	1
q1a72833c	d1a7283d2	1
q1a728364	d1a7283d2	1
q1a728832	d1a7289ae	1
q1a728864	d1a7289ae	1
q1a728896	d1a7289ae	1
q1a7288f0	d1a7289ae	1
q1a728bb6	d1a728c1a	1
q1a728be8	d1a728c1a	1
q1a728e04	d1a728e36	1
q1a728f80	d1a7290b6	1
q1a728fb2	d1a7290b6	1
q1a729322	d1a72949e	1
q1a7293d6	d1a72949e	1
q1a729408	d1a72949e	1
q1a729624	d1a7296ba	1
q1a729886	d1a72991c	1
q1a7298ae	d1a72991c	1
q1a729d68	d1a729e44	1
q1a729dea	d1a729e44	1
q1a729ffc	d1a72a0ce	1
q1a72a02e	d1a72a0ce	1
q1a72a088	d1a72a0ce	1
q1a72a218	d1a72a358	1
q1a72a272	d1a72a358	1
q1a72a2d6	d1a72a358	1
q1a72a54c	d1a72a5d8	1
q1a72a7cc	d1a72a812	1
q1a72a9de	d1a72aac4	1
q1a72ac9a	d1a72ad94	1
q1a72ad62	d1a72ad94	1
q1a72aefc	d1a72b046	1
q1a72af6a	d1a72b046	1
q1a72afc4	d1a72b046	1
q1a72afec	d1a72b046	1
q1a72b172	d1a72b258	1
q1a72b1f4	d1a72b258	1
q1a72b35c	d1a72b474	1
q1a72b3c0	d1a72b474	1
q1a72b582	d1a72b690	1
q1a72b5dc	d1a72b690	1
q1a72b60e	d1a72b690	1
q1a72bbfe	d1a72bce4	1
q1a72bca8	d1a72bce4	1
q1a72be74	d1a72bf32	1
q1a72bece	d1a72bf32	1
q1a72c05e	d1a72c19e	1
q1a72c0c2	d1a72c19e	1
q1a72c3a6	d1a72c40a	1
q1a72c630	d1a72c798	1
q1a72c6bc	d1a72c798	1
q1a72c9b4	d1a72cac2	1
q1a72c9e6	d1a72cac2	1
q1a72cc48	d1a72ccde	1
q1a72cdf6	d1a72cf18	1
q1a72ce82	d1a72cf18	1
q1a72d0ee	d1a72d184	1
q1a72d148	d1a72d184	1
q1a72d2ce	d1a72d3f0	1
q1a72d620	d1a72d756	1
q1a72d94a	d1a72d99a	1
q1a72db02	d1a72dc10	1
q1a72db5c	d1a72dc10	1
q1a72e14c	d1a72e1ec	1
q1a72e174	d1a72e1ec	1
q1a72e3ae	d1a72e41c	1
q1a72e660	d1a72e818	1
q1a72eb60	d1a72ed36	1
q1a72f01a	d1a72f100	1
q1a72f0a6	d1a72f100	1
q1a72f222	d1a72f362	1
q1a72f290	d1a72f362	1
q1a72f2ea	d1a72f362	1
q1a72f830	d1a72f8c6	1
q1a72faa6	d1a72fbe6	1
q1a72fb64	d1a72fbe6	1
q1a72feac	d1a72ff9c	1
q1a72fede	d1a72ff9c	1
q1a7301c2	d1a7303b6	1
q1a73030c	d1a7303b6	1
q1a730370	d1a7303b6	1
q1a73058c	d1a730672	1
q1a730924	d1a7309a6	1
q1a730956	d1a7309a6	1
q1a730b04	d1a730c3a	1
q1a730b7c	d1a730c3a	1
q1a730bd6	d1a730c3a	1
q1a730f64	d1a7310a4	1
q1a730fdc	d1a7310a4	1
q1a731266	d1a731306	1
q1a731630	d1a731748	1
q1a731662	d1a731748	1
q1a731978	d1a731a4a	1
q1a7319a0	d1a731a4a	1
q1a7319fa	d1a731a4a	1
q1a731c34	d1a731c70	1
q1a731eb4	d1a731ff4	1
q1a731ee6	d1a731ff4	1
q1a731f40	d1a731ff4	1
q1a731f9a	d1a731ff4	1
q1a73215c	d1a7322b0	1
q1a732198	d1a7322b0	1
q1a7321c0	d1a7322b0	1
q1a732440	d1a7324d6	1
q1a732468	d1a7324d6	1
q1a73249a	d1a7324d6	1
q1a7325da	d1a7326f2	1
q1a732a12	d1a732a94	1
q1a732c10	d1a732ce2	1
q1a732c60	d1a732ce2	1
q1a732e68	d1a732f9e	1
q1a732ec2	d1a732f9e	1
q1a732f1c	d1a732f9e	1
q1a7330d4	d1a7331d8	1
q1a73339a	d1a7334da	1
q1a7333fe	d1a7334da	1
q1a733458	d1a7334da	1
q1a7336a6	d1a7337aa	1
q1a733728	d1a7337aa	1
q1a733962	d1a733a98	1
q1a733994	d1a733a98	1
q1a7339ee	d1a733a98	1
q1a73433a	d1a734402	1
q1a73436c	d1a734402	1
q1a73439e	d1a734402	1
q1a7345e2	d1a734614	1
q1a7347e0	d1a734894	1
q1a73483a	d1a734894	1
q1a734d26	d1a734e2a	1
q1a734f74	d1a735078	1
q1a735032	d1a735078	1
q1a73515e	d1a735294	1
q1a7351f4	d1a735294	1
q1a73578a	d1a735816	1
q1a735ac8	d1a735c44	1
q1a735b7c	d1a735c44	1
q1a735ec4	d1a736054	1
q1a736266	d1a7362fc	1
q1a736450	d1a73652c	1
q1a7364d2	d1a73652c	1
q1a736734	d1a7367c0	1
q1a736766	d1a7367c0	1
q1a7368e2	d1a7369d2	1
q1a73690a	d1a7369d2	1
q1a736bf8	d1a736cca	1
q1a736c2a	d1a736cca	1
q1a736c52	d1a736cca	1
q1a736e3c	d1a736f40	1
q1a736e96	d1a736f40	1
q1a736ec8	d1a736f40	1
q1a736ef0	d1a736f40	1
q1a73703a	d1a73715c	1
q1a73709e	d1a73715c	1
q1a73733c	d1a73744a	1
q1a73736e	d1a73744a	1
q1a737396	d1a73744a	1
q1a7373e6	d1a73744a	1
q1a737fc6	d1a738034	1
q1a738386	d1a7384c6	1
q1a7383ea	d1a7384c6	1
q1a73841c	d1a7384c6	1
q1a738444	d1a7384c6	1
q1a738638	d1a738764	1
q1a73866a	d1a738764	1
q1a738714	d1a738764	1
q1a73887c	d1a73899e	1
q1a7388ae	d1a73899e	1
q1a738962	d1a73899e	1
q1a738c3c	d1a738d04	1
q1a738f7a	d1a738fb6	1
q1a7393a8	d1a739434	1
q1a7393d0	d1a739434	1
q1a7393f8	d1a739434	1
q1a739574	d1a739632	1
q1a7395ce	d1a739632	1
q1a7397c2	d1a739b32	1
q1a739af6	d1a739b32	1
q1a739d12	d1a739e3e	1
q1a739d9e	d1a739e3e	1
q1a739dc6	d1a739e3e	1
q1a739f60	d1a73a08c	1
q1a73a5a0	d1a73a62c	1
q1a73a7f8	d1a73a852	1
q1a73aa46	d1a73ab0e	1
q1a73aaaa	d1a73ab0e	1
q1a73ac3a	d1a73ad20	1
q1a73ac6c	d1a73ad20	1
q1a73aeb0	d1a73afdc	1
q1a73af6e	d1a73afdc	1
q1a73b158	d1a73b248	1
q1a73b3a6	d1a73b46e	1
q1a73b702	d1a73b824	1
q1a73b734	d1a73b824	1
q1a73b9fa	d1a73ba68	1
q1a73ba22	d1a73ba68	1
q1a73bc8e	d1a73bd10	1
q1a73bf36	d1a73bfc2	1
q1a73c1a2	d1a73c530	1
q1a73c224	d1a73c530	1
q1a73c698	d1a73c7c4	1
q1a73c74c	d1a73c7c4	1
q1a73c77e	d1a73c7c4	1
q1a73c9ae	d1a73ca80	1
q1a73cc24	d1a73ccc4	1
q1a73cec2	d1a73cf94	1
q1a73ceea	d1a73cf94	1
q1a73cf12	d1a73cf94	1
q1a73d0de	d1a73d19c	1
q1a73d160	d1a73d19c	1
q1a73d372	d1a73d426	1
q1a73d624	d1a73d6ec	1
q1a73d67e	d1a73d6ec	1
q1a73d6a6	d1a73d6ec	1
q1a73d8ae	d1a73d944	1
q1a73d908	d1a73d944	1
q1a73db4c	d1a73dc6e	1
q1a73dbd8	d1a73dc6e	1
q1a73deb2	d1a73e024	1
q1a73dee4	d1a73e024	1
q1a73df34	d1a73e024	1
q1a73e31c	d1a73e402	1
q1a73e34e	d1a73e402	1
q1a73e600	d1a73e6aa	1
q1a73e628	d1a73e6aa	1
q1a73e8a8	d1a73e9d4	1
q1a73e95c	d1a73e9d4	1
q1a73eb46	d1a73ec0e	1
q1a73eba0	d1a73ec0e	1
q1a73ed44	d1a73ee34	1
q1a73ed9e	d1a73ee34	1
q1a73edf8	d1a73ee34	1
q1a73efec	d1a73f046	1
q1a73f24e	d1a73f2c6	1
q1a73f456	d1a73f564	1
q1a73f500	d1a73f564	1
q1a73f6b8	d1a73f79e	1
q1a73f71c	d1a73f79e	1
q1a73f76c	d1a73f79e	1
q1a73f956	d1a73fa6e	1
q1a73f9b0	d1a73fa6e	1
q1a73f9d8	d1a73fa6e	1
q1a73fa0a	d1a73fa6e	1
q1a73fc26	d1a73fcc6	1
q1a73ff6e	d1a73ffe6	1
q1a740144	d1a740248	1
q1a74016c	d1a740248	1
q1a74019e	d1a740248	1
q1a74037e	d1a740464	1
q1a7403d8	d1a740464	1
q1a74040a	d1a740464	1
q1a7405e0	d1a74070c	1
q1a74063a	d1a74070c	1
q1a7408ba	d1a740a0e	1
q1a7408e2	d1a740a0e	1
q1a740b6c	d1a740c66	1
q1a740bee	d1a740c66	1
q1a740c20	d1a740c66	1
q1a740e28	d1a740f04	1
q1a7410c6	d1a7411b6	1
q1a741634	d1a741756	1
q1a74165c	d1a741756	1
q1a741922	d1a7419cc	1
q1a741954	d1a7419cc	1
q1a741ac6	d1a741bd4	1
q1a741b20	d1a741bd4	1
q1a741ddc	d1a741ec2	1
